信	On シン; Kun — — faith; truth; fidelity; trust
俣	On —; Kun また — crotch; thigh; groin; fork; junction; (kokuji)
俤	On —; Kun おもかげ — visage; face; trace; shadow; memory; (kokuji)
俥	On —; Kun くるま — jinricksha; rickshaw; (kokuji)
俦	companion; mate; colleague
修	On シュウ, シュ; Kun おさ.める, おさ.まる — discipline; conduct oneself well; study; master
俯	On フ; Kun ふ.す, うつむ.く, ふ.せる — bend down; lie prostrate
俱	On ク; Kun ともに — all; together; accompany
俳	On ハイ; Kun — — haiku; actor
俵	On ヒョウ; Kun たわら — bag; bale; sack; counter for bags
俶	On シュク, テキ; Kun はじめ, よい — beginning; good; excel
俸	On ホウ; Kun — — stipend; salary
俺	On エン; Kun おれ, われ — I; myself
俾	On フ, ヒ, ヘイ; Kun かしずく, しむ — tutor
倀	On チョウ, トウ, ジョウ; Kun くる.う, たお.れる — ghost of one devoured by tiger
倂	On ヘイ; Kun あわせる, ならぶ, しかし — combine
倅	On サイ, ソツ, ソチ; Kun せがれ — son; my son
倆	On リョウ; Kun たくみ — skill
倉	On ソウ; Kun くら — godown; warehouse; storehouse; cellar; treasury
個	On コ, カ; Kun — — individual; counter for articles
倌	On カン; Kun とねり — assistant in wine shop; groom
倍	On バイ; Kun — — double; twice; times; fold
倏	On シュク; Kun たちまち — quick; prompt
倐	On シュク; Kun — — hastily; suddenly
們	On モン; Kun ともがら — plural suffix
倒	On トウ; Kun たお.れる, -だお.れ, たお.す, さかさま, さかさ, さかしま — overthrow; fall; collapse; drop; break down
倔	On クツ; Kun つよ.い — stubborn
倖	On コウ; Kun しあわ.せ, さいわ.い — happiness; luck
倘	On ショウ, トウ; Kun もし, たちもとお.る — if; supposing; in event of; dullness
候	On コウ; Kun そうろう — climate; season; weather; wait for; expect
倚	On イ, キ; Kun よ.る, たの.む — lean on; rest against
倜	On テキ, チャク, チュウ; Kun すぐ.れる, おろ.か, そむ.く — raise high; unrestrained
倝	On カン; Kun かがや.く — sunrise; dawn
倞	On ケイ, キョウ, リョウ, オウ, コウ; Kun つよ.い, あき.らか, とお.い, もと.める, きそ.う — far
借	On シャク; Kun か.りる — borrow; rent
倡	On ショウ; Kun とな.える, わざおぎ — prostitute; actor
倢	On ショウ; Kun さとい, すこ.やか, はや.い — beautiful; handsome; woman; fast; speedy
倣	On ホウ; Kun なら.う — emulate; imitate
値	On チ; Kun ね, あたい — price; cost; value
倥	On コウ; Kun ぬか.る — boorish; urgent
倦	On ケン; Kun あき.る, あぐ.む, あぐ.ねる, う.む, つか.れる — lose interest in; tire of
倨	On キョ, コ; Kun おご.る — pride; squatting with legs outstretched
倩	On セン, セイ; Kun つらつら, うつく.しい — carefully; attentively; profoundly
倪	On ゲイ, ガイ; Kun きわ — stare
倫	On リン; Kun — — ethics; companion
倬	On タク; Kun — — large; clear; remarkable
倭	On ワ, イ; Kun やまと, したが.う — Yamato; ancient Japan
倮	On ラ, カ, ゲ; Kun はだか, せま.い, かたぬ.ぐ, すはだ — bare; naked; uncovered
倶	On グ, ク; Kun とも.に — both; together; alike
倹	On ケン; Kun つま.しい, つづまやか — frugal; economy; thrifty
倻	On ヤ; Kun — — phonetic used in Korean place names
偁	On ショウ; Kun あ.げる — state
偃	On エン; Kun ふ.せる — dam; weir
假	On カ, ケ; Kun かり, かり.る — temporary; interim; assumed (name); informal
偈	On ゲ, ケツ, ケイ; Kun いこ.う — verse in praise of Buddha; fast; healthy; rest
偉	On イ; Kun えら.い — admirable; greatness; remarkable; conceited; famous; excellent
偊	On ウ, ク; Kun くぐ.まる, つつし.む — to walk alone; self-reliant
偌	On ジャ, ニャ; Kun このような, このように — thus; so; like; such
偎	On ワイ, エ; Kun ほの.か, なじ.む, した.しむ, ちかよ.る — cling to; cuddle; embrace; fondle
偏	On ヘン; Kun かたよ.る — partial; side; left-side radical; inclining; biased
偐	On ゲン, ガン; Kun — — fake; counterfeit
偓	On アク; Kun かか.わる — fuss
偕	On カイ; Kun ともに — together
偖	On シャ; Kun さて — well; now
做	On サ, サク, ソ; Kun な.す, つく.る — make
停	On テイ; Kun と.める, と.まる — halt; stopping
偟	On コウ, オウ; Kun たたず.む, さまよ.う, たちもとお.る, いとま — agitated; alarmed
偢	On ショウ; Kun いつく.しまない, うれ.える — to stare at
健	On ケン; Kun すこ.やか — healthy; health; strength; persistence
偪	On フク, ヒツ, ヒョク, ヒキ; Kun せま.い, せま.る, むかばき — compel; pressure; force; bother
偬	On ソウ; Kun くる.しむ — feel pain; suffer
偭	On ベン, メン; Kun む.かう, そむ.く, かな.う — transgress
偲	On サイ, シ; Kun しの.ぶ — recollect; remember
側	On ソク; Kun かわ, がわ, そば — side; lean; oppose; regret
偵	On テイ; Kun — — spy
偶	On グウ; Kun たま — accidentally; even number; couple; man & wife; same kind
偸	On ツ, トウ, チュウ; Kun ぬす.む — steal
偽	On ギ, カ; Kun いつわ.る, にせ, いつわ.り — falsehood; lie; deceive; pretend; counterfeit; forgery
傀	On カイ; Kun おおき.い — large
傁	On ソウ, ス; Kun おきな — old man
傅	On フ; Kun かしず.く, つく, もり — tutor
傈	On リツ, リチ; Kun — — tribe
傍	On ボウ; Kun かたわ.ら, わき, おか-, はた, そば — bystander; side; besides; while; nearby; third person
傎	On テン; Kun さかさま, くる.う — topple
傏	On トウ; Kun おご.る — to ward off; to parry; to keep out (e.g. wind, rain or cold)
傑	On ケツ; Kun すぐ.れる — greatness; excellence
傒	On ケイ; Kun あやう.い, つな.ぐ — personal name; servant
傔	On ケン; Kun したが.う, はべ.る, つか.える — servant
傖	On ショウ, ソウ; Kun いや.しい — vulgar person; country man
傘	On サン; Kun かさ — umbrella
備	On ビ; Kun そな.える, そな.わる, つぶさ.に — equip; provision; preparation
傚	On コウ; Kun なら.う — imitate; follow; emulate
傜	On ヨウ; Kun えだち, ふぞろ.い, つか.い — minority tribe
傞	On サ; Kun — — unsteady
傢	On カ; Kun かぐ — stubborn; obstinate; intransigent
傣	the Dai minority living in South China
催	On サイ; Kun もよう.す, もよお.す — sponsor; hold (a meeting); give (a dinner)
傭	On ヨウ, チョウ; Kun やと.う, あた.い, ひと.しい — employ; hire
傯	On ソウ; Kun くる.しむ — urgent
傲	On ゴウ; Kun おご.る, あなど.る — be proud
傳	On テン, デン; Kun つた.わる, つた.える, つた.う, つて — summon; propagate; transmit
傴	On ク, ウ; Kun かが.む, せむし — bend over; stoop; bow
債	On サイ; Kun — — bond; loan; debt
傷	On ショウ; Kun きず, いた.む, いた.める — wound; hurt; injure; impair; pain; injury; cut; gash; scar; weak point
傺	On テイ, タイ; Kun と.まる, とど.まる — to hinder; to detain
傻	On サ; Kun — — foolish; silly; stupid; an imbecile
傽	On ショウ; Kun おどろ.く — terror-stricken
傾	On ケイ; Kun かたむ.く, かたむ.ける, かたぶ.く, かた.げる, かし.げる — lean; incline; tilt; trend; wane; sink; ruin; bias
僂	On ロウ, ル; Kun かが.む — bend over
僃	On ビ; Kun そな.える, そな.わる — prepared
僄	On ヒョウ; Kun かる.い, かろ.んずる, すばや.い — light; airy
僅	On キン, ゴン; Kun わず.か — a wee bit
僇	On リク, ロク, ル; Kun はじ, はずかし.める — humiliate; treat with contempt
僉	On セン; Kun みな — all
僊	On セン; Kun — — hermit
働	On ドウ; Kun はたら.く — work; (kokuji)
僎	On セン, シュン; Kun そな.える, かず, かぞ.える — collect
像	On ゾウ; Kun — — statue; picture; image; figure; portrait
僑	On キョウ; Kun — — expatriate; person living abroad; temporary home
僕	On ボク; Kun しもべ — me; I (male); servant; manservant
僖	On キ; Kun よろこ.ぶ — enjoyment; pleasure
僚	On リョウ; Kun — — colleague; official; companion
僝	On サン, ゼン; Kun そな.える, ののし.る, あらわ.す — to revile; to abuse
僞	On ギ, カ; Kun いつわ.る, いつわ.り, にせ — lie; falsehood; deceive; pretend
僣	On シン, セン; Kun せん.する, おご.る — boastfully usurp
僤	On タン, セン, タツ, タチ; Kun はや.い, あつ.い, あき.らか, ゆ.るぐ — sincere
僥	On ギョウ, キョウ; Kun — — luck; seek; desire
僦	On シュウ, シュ; Kun か.りる, おく.る, あつ.まる — to heir; to rent
僧	On ソウ; Kun — — Buddhist priest; monk
僨	On フン, ホン; Kun たお.れる, お.ちる, やぶ.る — ruin; cause fail; overthrown
僩	On カン, ゲン; Kun たけだけ.しい — courageous; martial; dignified
僭	On シン, セン; Kun せん.する, おご.る — boastfully usurp
僮	On トウ, ドウ; Kun しもべ, わらべ — child; servant; foolishness
僯	On リン; Kun はじ.る — ashamed
僱	On コ; Kun やと.う — employ; hire
僳	minority name
僵	On キョウ; Kun たお.れる — fall down; collapse
價	On カ, ケ; Kun あたい — price; value
僻	On ヘキ, ヒ, ヘイ; Kun へき.する, ひが.む — prejudice; bias; rural area
僾	On アイ; Kun ほの.か, かく.れる, むせ.ぶ, かな.しむ — like
儀	On ギ; Kun — — ceremony; rule; affair; case; a matter
儁	On シュン; Kun すぐ.れる — excellence; talented person
儂	On ドウ, ノウ; Kun わし, かれ — I; my; he; his; me (used by old people)
億	On オク; Kun — — hundred million; 10**8
儆	On ケイ, ショウ; Kun いまし.める — warn; warning
儈	On カイ, ケ; Kun なかがい — go-between; broker; proxy; middleman
儉	On ケン; Kun つま.しい, つづまやか — economy; thrifty
儋	On タン, セン; Kun にな.う, こがめ — small jar; to bear a burden; load of two
儌	On キョウ; Kun ゆ.く, うかが.う, もと.める, いつわ.る — lucky; fortunate
儍	On サ; Kun — — foolish; silly; imbecile
儎	On サイ; Kun の.せる — carry; contain; load
儐	On ヒン; Kun すす.める, うやま.う, あいさつ — entertain guests
儒	On ジュ; Kun — — Confucian
儔	On チュウ, ジュ; Kun ともがら — companion; similar kind
儕	On セイ, サイ; Kun ともがら — companion
儖	On ラン; Kun — — ugly
儗	On ギ, カイ; Kun なぞら.える, くら.べる — compare with; draw analogy with
儘	On ジン; Kun まま, ことごとく — as it is; because
儚	On ボウ, モウ; Kun はかな.い, くら.い — fleeting; fickle
儛	On ブ, ム; Kun ま.う, ま.わす — to skip about; to dance for joy
儜	On ドウ, ニョウ, ネイ; Kun なや.む, よわ.い — weak; wearied; in distress
償	On ショウ; Kun つぐな.う — reparation; make up for; recompense; redeem
儡	On ライ; Kun — — defeat
優	On ユウ, ウ; Kun やさ.しい, すぐ.れる, まさ.る — tenderness; excel; surpass; actor; superiority; gentleness
儭	On シン; Kun いた.る, ちか.い, おそ.れる, うら, しく — to assist; to give alms
儱	On ロウ, ル, リョウ, リュ; Kun できあ.がらない, うやむや — rude; barbarous
儲	On チョ; Kun もう.ける, もう.かる, もうけ, たくわ.える — be profitable; yield profit
儳	On サン; Kun ととのわぬ, はや.い, わる.い — obstinate; stupid; uneven; mix
儷	On レイ; Kun つれあい, ならぶ — companion
儸	On ラ; Kun さば.く — bandit; dare-devil
儹	On サン; Kun あつ.める, あつ.まる — to accumulate; to hoard; to store up
儺	On ナ, ダ; Kun おにやらい — exorcism
儻	On トウ; Kun あるいは, すぐ.れる, もし — excel; surpass; if; perhaps
儼	On ゲン; Kun いかめ.しい, おごそか — serious; untouched; solemnly; majestically
儿	On ジン, ニン; Kun がい — legs radical (no. 10)
兀	On コツ; Kun — — high & level; lofty; bald; dangerous
允	On イン; Kun じょう, まこと.に, ゆるす — license; sincerity; permit
兂	On シン, サン; Kun かんざし — hairpin; clasp; wear in hair
元	On ゲン, ガン; Kun もと — beginning; former time; origin
兄	On ケイ, キョウ; Kun あに — elder brother; big brother
充	On ジュウ; Kun あ.てる, み.たす — allot; fill
兆	On チョウ; Kun きざ.す, きざ.し — portent; 10**12; trillion; sign; omen; symptoms
兇	On キョウ; Kun おそ.れる, わる.い — wickedness
先	On セン; Kun さき, ま.ず — before; ahead; previous; future; precedence
光	On コウ; Kun ひか.る, ひかり — ray; light
克	On コク; Kun か.つ — overcome; kindly; skillfully
兌	On ダ, エイ, エツ, タイ; Kun よろこ.ぶ — exchange
免	On メン; Kun まぬか.れる, まぬが.れる — excuse; dismissal
兎	On ト, ツ; Kun うさぎ — rabbit; hare
児	On ジ, ニ, ゲイ; Kun こ, -こ, -っこ — newborn babe; child; young of animals
兒	On ジ, ニ, ゲイ; Kun こ — child; young of animals
